profile,userid,genres.Action,genres.Adventure,genres.Comedy,genres.Demons,genres.Drama,genres.Fantasy,genres.Game,genres.Historical,genres.Horror,genres.Magic,genres.Mecha,genres.Military,genres.Music,genres.Mystery,genres.Parody,genres.Police,genres.Psychological,genres.Romance,genres.School,genres.Sci-Fi,genres.Seinen,genres.Shoujo,genres.Shounen,genres.Slice of Life,genres.Space,genres.Sports,genres.Super Power,genres.Supernatural,genres.Thriller
Wonted666,206,2,1,3,0,5,3,1,0,1,2,0,1,50,0,1,0,0,2,1,3,0,3,0,3,1,1,0,1,0
hotbutter,207,1,3,52,0,18,4,2,6,0,2,1,0,7,2,2,1,0,9,21,1,8,6,4,82,1,1,0,5,0
NoteNeedpotion,208,17,11,11,1,47,7,1,4,1,1,7,6,4,2,0,0,4,12,6,13,3,2,5,8,6,3,3,4,0
ElSensei,209,27,28,32,5,24,19,2,9,10,2,0,3,1,94,0,13,14,8,4,11,11,3,29,3,0,1,10,29,5
zewho,210,42,13,52,2,24,2,1,9,7,6,6,5,1,8,5,4,6,13,18,16,100,0,0,29,2,2,5,16,1
bloopglop,211,12,8,8,0,37,8,1,2,2,3,5,4,0,1,0,0,5,6,6,7,0,2,8,4,6,6,1,1,2
FarseerX,212,31,73,23,5,14,34,2,6,4,11,14,4,1,6,1,1,2,8,3,30,4,5,17,2,4,2,3,10,0
ProfoundlyCrazy,213,18,44,16,7,10,19,3,5,1,8,2,2,1,2,1,2,0,5,0,13,1,4,10,2,2,0,3,3,0
subhaGamer,214,8,12,33,2,30,13,4,8,0,7,2,1,4,2,1,0,0,72,23,8,7,11,6,12,2,1,1,9,0
OKAMI_TAMA,215,10,11,20,3,25,14,0,74,1,5,4,3,2,5,4,0,0,9,1,5,4,6,6,6,0,1,0,9,0
Britania,216,5,0,5,0,5,2,3,0,0,0,3,2,42,0,0,0,0,4,2,4,0,2,1,3,2,0,0,1,0
Zitenshi,217,23,20,39,0,12,15,4,2,1,4,7,1,0,6,1,3,0,9,14,16,0,0,73,5,1,20,6,12,0
dkop,218,40,24,20,1,19,8,0,2,0,4,29,13,2,1,3,5,2,8,0,78,5,1,11,5,11,1,4,3,1
khanmo01,219,1,2,17,0,10,4,1,2,0,1,0,0,4,3,0,0,0,9,8,0,3,3,2,46,0,1,0,4,0
yuri999,220,18,9,10,10,6,15,0,10,4,10,0,2,1,10,0,0,3,5,5,4,5,4,12,2,1,0,8,46,0
AriGatou,221,14,17,45,5,27,18,0,7,0,12,6,5,8,7,2,1,4,90,24,9,9,15,10,17,1,5,3,12,1
jepifish,222,32,19,29,4,25,14,2,6,10,4,2,1,0,89,1,15,16,7,4,11,13,3,15,4,0,0,6,28,8
dazaifucker,223,24,64,26,3,16,23,4,4,3,8,7,5,1,6,1,2,0,5,0,19,4,0,17,4,4,1,1,8,0
Cazzaline,224,8,10,53,1,3,7,0,3,0,6,1,1,0,2,8,2,0,5,10,2,10,3,8,14,0,2,2,4,0
satyrelfheim,225,45,18,13,2,14,9,0,1,1,4,23,15,3,2,0,1,1,6,1,66,4,0,12,4,11,3,6,4,2
AstralPrince_,226,35,17,10,0,12,6,1,1,0,3,50,10,2,1,1,0,2,4,1,37,1,0,17,0,12,0,3,1,0
DeathPatrol,227,22,29,14,3,10,55,2,3,1,13,1,0,5,3,0,0,1,6,0,5,1,7,10,3,0,1,1,6,0
Souls_Reaper,228,10,7,73,2,0,14,6,3,1,9,8,2,2,2,98,1,1,4,11,10,4,1,5,7,0,1,6,7,0
Mini_LAGG3R,229,5,1,6,0,3,4,1,0,0,2,4,2,62,0,0,0,0,5,4,7,0,1,0,5,3,1,0,0,0
BrynjaBloodmire,230,9,6,72,2,0,7,3,4,3,7,10,2,3,2,93,0,0,3,16,16,4,2,5,5,0,3,13,4,1
ObjectiveOpinion,231,28,9,14,54,7,24,1,14,6,9,1,1,0,4,0,0,1,7,3,4,2,8,17,2,0,1,4,36,1
Kaoako,232,19,12,5,0,2,21,39,0,0,5,1,0,3,4,0,0,2,2,4,6,1,0,8,1,0,1,0,2,1
AnimeForDummies,233,8,8,7,1,42,4,2,4,0,1,4,4,1,2,1,2,0,13,8,10,1,5,6,8,4,3,1,7,0
Erren,234,15,21,93,2,9,14,3,6,1,9,3,1,3,6,8,2,0,10,8,8,9,3,21,9,1,8,2,12,1
OtakuKat,235,51,24,14,1,17,12,0,1,1,1,80,12,1,0,4,4,3,8,2,64,6,0,18,2,20,0,3,2,0
amber-meido,236,30,60,23,2,11,19,0,3,1,8,14,2,2,2,0,3,0,11,0,25,2,2,18,0,8,0,4,6,0
InesPereira,237,7,2,23,0,20,0,0,1,0,0,2,2,1,0,0,0,0,7,18,3,2,5,30,3,0,56,1,0,0
Asmaa_Baz,238,22,18,16,2,87,15,0,15,2,5,8,9,2,11,0,2,6,21,12,15,7,9,11,21,3,10,2,4,4
KeilOfTheAbyss,239,85,26,21,7,19,20,4,4,4,6,20,10,5,6,2,4,1,5,3,32,7,3,21,0,6,0,7,12,0
ladyflame_uk,240,25,26,19,7,11,60,2,4,2,14,2,3,4,7,1,1,0,5,3,9,6,5,9,5,0,0,3,13,1
alexcv,241,71,22,42,6,15,21,0,1,0,9,5,4,4,9,11,0,0,5,10,26,7,2,37,2,1,1,93,22,1
blanchefleurare,242,84,24,18,10,21,19,1,6,5,6,15,15,0,7,2,3,2,7,7,36,9,3,19,3,10,2,5,17,3
Plutarch,243,81,30,21,4,10,23,0,5,2,9,16,13,4,5,2,1,0,7,5,30,6,3,16,2,11,3,10,8,2
LurimaLasiaf25,244,6,7,40,0,8,8,1,1,0,6,3,0,1,0,3,0,0,8,7,6,5,2,7,13,0,2,2,4,0
Uutama,245,4,2,6,0,4,6,2,0,0,1,3,2,79,0,1,0,0,6,3,6,1,1,0,4,4,1,0,0,0
Tyko7,246,21,40,14,3,5,21,3,3,1,4,4,1,2,7,0,1,1,4,2,5,7,0,11,1,2,0,4,5,0
narunata,247,19,19,12,4,10,48,2,2,0,12,0,0,0,0,1,0,0,7,3,5,1,7,11,4,0,0,1,4,0
ladycalista,248,11,10,69,4,7,9,1,5,1,6,2,0,0,5,13,2,2,10,14,7,7,4,11,16,0,3,5,6,0
Narayu,249,16,19,77,1,6,13,4,2,2,4,5,0,1,5,6,3,2,7,9,14,7,3,17,13,1,5,4,5,0
badbboyz,250,26,30,42,4,16,12,0,3,0,7,15,5,1,3,1,1,0,9,13,25,0,0,72,5,6,12,7,10,0
SilverCCT,251,6,3,14,1,9,10,0,2,0,3,2,2,100,1,3,0,0,7,10,5,0,10,1,10,2,4,2,2,0
zsore,252,94,40,21,6,18,26,4,5,4,6,16,19,3,7,1,2,0,9,2,39,11,2,20,0,12,3,11,16,2
NothingSoup,253,15,17,26,1,100,26,1,20,2,10,10,9,5,4,0,0,5,23,10,19,4,12,16,23,6,8,5,9,3
Yamarashi9627,254,42,18,13,0,13,8,2,1,0,2,78,14,2,0,2,4,2,6,3,62,4,0,20,3,17,2,1,2,0
Noble-6,255,35,11,9,3,6,9,0,3,0,3,6,6,2,3,1,1,0,4,1,14,4,2,11,0,5,2,6,5,0
brann,256,11,14,27,5,33,22,0,9,1,20,0,0,18,1,0,1,0,33,19,3,0,94,0,25,1,8,0,9,0
captain_stevie,257,5,0,10,0,12,11,3,2,0,2,0,1,86,0,3,0,0,4,4,1,1,2,0,5,1,0,0,3,0
ShikiTheReaper,258,26,8,5,1,15,4,1,5,0,1,19,42,4,1,1,1,3,5,2,28,2,0,3,2,16,0,0,2,0
Pwnyraimbow,259,31,5,2,1,28,3,0,5,0,0,22,53,1,2,1,5,3,9,5,34,4,1,1,0,20,2,1,0,1
kirauwuu,260,36,29,40,4,17,19,1,3,2,5,11,3,2,7,1,5,1,8,12,23,0,0,76,4,2,16,8,8,0
TenohiraV,261,2,1,3,0,7,4,0,2,0,0,0,0,36,0,1,0,0,3,2,1,0,0,1,4,1,0,0,0,0
hellokittyhugs,262,43,26,18,1,21,8,2,1,2,2,37,19,4,1,2,6,4,8,4,83,6,2,17,5,22,0,5,3,1
yotsubafan23,263,36,33,38,4,14,11,5,4,3,5,11,3,1,7,1,3,1,8,9,13,0,0,71,6,4,10,5,15,1
TheUnknownMerc,264,38,18,12,4,6,3,3,1,2,2,10,3,2,2,0,3,1,4,3,14,3,1,12,0,5,3,3,5,0
KaoruMatsuoka,265,12,9,15,2,66,8,0,8,3,1,7,2,8,4,0,1,7,16,7,15,6,5,8,16,1,8,0,5,2
theflibbet,266,17,19,17,2,99,14,1,15,4,4,9,11,10,4,2,0,10,25,7,28,7,7,10,23,7,3,1,12,3
NikkiAv,267,21,17,36,4,37,25,2,7,2,9,7,2,10,4,0,0,3,97,21,16,6,20,12,18,4,3,1,8,0
TsukineHime,268,23,68,28,2,12,33,2,8,2,9,11,1,1,4,1,2,1,9,0,20,3,2,20,1,3,1,3,5,1
SenninSage,269,10,1,37,1,10,6,6,0,2,5,0,3,6,1,4,0,1,18,75,6,6,7,8,30,1,7,1,6,0
Tibs27,270,17,13,17,6,26,9,1,58,0,2,1,4,2,3,3,0,0,14,2,2,6,8,7,6,0,0,0,11,0
Yuichiko,271,35,30,24,7,12,84,7,7,3,21,6,3,4,2,2,1,1,11,2,14,3,10,22,5,0,0,3,15,0
v0idstar,272,13,11,12,1,69,10,2,10,2,3,6,5,6,8,0,1,5,16,12,15,8,4,7,9,4,4,1,2,2
Seifuu,273,5,1,6,1,9,7,4,1,0,1,2,2,64,0,0,0,1,5,4,3,1,1,1,4,1,0,1,2,0
PhiNic,274,16,41,19,1,4,10,1,2,1,5,9,2,0,6,0,3,0,4,0,16,3,2,16,1,5,1,1,5,0
AccDelete,275,34,32,26,2,12,84,2,3,4,23,3,2,3,1,2,1,0,9,4,9,1,9,15,10,0,0,4,12,0
Kita_Chiyo,276,4,1,3,0,0,3,0,1,0,1,1,1,37,0,0,0,0,2,3,2,0,0,0,3,2,0,0,1,0
CrimsonRain,277,30,31,24,6,8,73,3,5,5,24,2,5,4,5,2,0,1,6,2,7,2,8,13,4,0,0,2,14,0
Bleach67,278,79,24,25,2,15,20,2,1,2,5,15,6,3,11,3,1,0,6,8,26,5,2,22,3,6,5,13,11,1
JustAMangaFan,279,35,11,10,1,6,12,1,2,3,6,6,1,0,2,1,3,1,4,1,11,4,0,6,0,1,2,2,2,1
divisionbleach,280,32,31,49,4,14,19,2,1,4,6,10,5,0,5,1,3,0,8,15,17,0,0,81,4,3,14,5,18,0
Cactuses,281,59,18,16,1,9,10,1,4,2,3,13,11,2,1,3,1,3,4,3,29,6,0,9,2,10,2,7,11,0
SilverGuardfan,282,28,15,17,15,16,23,0,9,16,14,0,3,1,9,3,0,2,10,6,5,5,4,15,5,0,0,3,66,1
Torra27,283,23,10,7,1,12,3,0,0,3,4,14,8,3,1,1,0,1,1,1,43,3,1,9,1,11,0,4,3,1
Neshga,284,69,19,20,3,9,17,3,4,3,8,19,12,2,6,2,4,1,6,7,29,7,3,13,1,9,4,9,8,0
Dorito_,285,2,5,54,0,20,8,1,7,0,4,1,1,6,1,4,1,0,12,16,5,8,5,7,93,2,4,0,6,0
feeliixx,286,8,1,22,0,5,1,3,0,1,2,2,2,2,1,3,0,1,10,44,6,5,3,5,19,0,4,0,3,0
flapel,287,51,25,18,0,9,5,1,3,1,0,88,12,3,1,6,4,4,9,5,64,5,1,21,3,17,0,2,1,0
9ndere,288,12,15,38,5,33,9,1,11,2,10,4,6,6,6,0,1,0,79,27,10,11,15,7,13,1,1,0,11,1
Tanta,289,21,14,21,5,9,29,0,4,0,52,0,0,2,1,0,0,0,12,5,5,3,15,6,4,0,0,2,10,0
Biatorizu,290,42,16,37,17,22,32,0,8,11,17,3,2,2,13,2,1,4,19,10,11,9,6,18,8,0,0,11,100,4
CrimsonZanian,291,22,4,33,0,19,1,0,1,0,0,1,1,6,1,3,1,0,7,18,4,4,10,34,6,0,79,1,0,0
Rahma1,292,25,7,4,2,15,6,1,2,1,0,19,36,3,3,1,1,0,7,1,23,4,0,5,0,17,0,2,1,0
Sakura_megami,293,31,20,21,14,26,22,1,5,95,4,3,5,1,23,4,2,19,9,10,18,14,1,14,1,3,1,0,54,7
SeineZoo,294,32,17,12,1,13,9,0,1,2,4,21,8,5,1,1,2,1,3,1,57,2,3,14,1,11,1,4,0,1
ayew,295,13,16,79,1,7,18,3,2,1,11,4,0,1,2,6,3,1,11,7,15,6,2,22,14,1,7,2,8,0
seinsora,296,15,17,85,5,8,19,1,4,2,7,5,5,4,4,10,5,0,10,14,12,5,2,22,14,2,3,5,9,0
divine1gore,297,10,11,80,0,3,10,2,1,2,7,8,1,4,2,8,2,1,5,11,11,5,5,12,13,3,1,3,5,1
Narwhalicus,298,15,16,98,1,16,17,0,7,0,10,6,4,3,4,4,3,1,19,21,8,9,9,18,25,1,6,2,7,0
PeriBerri,299,32,24,37,4,6,13,0,2,0,3,14,2,0,6,3,5,1,5,9,21,0,0,68,7,1,7,9,11,1
Puddingman223,300,1,1,50,2,20,6,1,4,1,6,0,0,7,1,1,0,1,14,22,4,14,7,6,88,0,4,0,6,0
EnergyPants,301,8,10,45,1,2,7,1,3,0,7,3,1,1,2,4,1,0,8,5,5,4,3,13,3,1,4,0,4,0
Tias,302,27,25,31,2,15,13,2,4,0,2,12,2,1,10,0,5,3,6,11,23,0,0,76,10,2,13,6,8,1
ihateanime99,303,39,11,7,1,8,10,1,3,0,5,6,7,0,3,0,4,0,6,0,13,1,2,8,0,6,2,2,2,0
morenachica110,304,27,22,31,1,10,15,5,3,0,4,9,1,0,6,2,2,0,5,9,18,0,0,59,7,1,5,6,3,0
Jordi_Solis,305,42,43,32,5,13,96,4,4,1,27,2,3,0,6,3,1,2,11,1,12,3,7,20,11,0,0,3,14,0
ladyT,306,84,23,30,6,17,26,6,6,0,13,16,12,4,6,4,2,1,8,8,35,1,4,22,1,6,4,10,18,2
sessyoin,307,8,13,26,1,24,14,0,8,2,7,4,4,5,1,1,1,0,56,10,11,4,12,6,8,4,1,0,7,0
xxSweetBunny,308,20,19,18,4,9,58,5,3,1,12,1,3,3,2,1,0,1,6,2,5,3,3,11,1,0,0,4,8,0
BigKwell,309,3,0,6,1,5,4,1,0,0,1,1,1,45,0,0,0,0,4,2,3,0,2,2,5,4,0,0,1,0
Yuki-mashiro,310,29,17,31,17,22,20,1,11,10,11,3,2,5,20,3,1,8,14,11,9,10,9,19,12,0,1,8,91,4
chizzlez,311,52,23,20,0,14,10,0,0,0,1,94,23,1,2,6,6,2,4,4,71,2,0,24,3,18,2,4,1,0
3ricTheRed,312,16,22,87,0,3,11,0,4,0,2,5,2,1,5,10,2,0,12,10,14,7,1,13,14,1,4,4,8,0
Phoenix2510,313,4,2,2,1,6,5,0,0,0,3,2,2,46,0,1,0,0,7,7,4,1,2,1,3,2,0,1,3,0
markichu,314,2,0,43,2,18,11,1,5,0,3,1,0,5,0,1,1,1,11,13,2,5,9,3,79,1,2,0,5,0
Lord_Rutsah,315,7,9,41,1,38,9,1,7,1,6,3,3,8,5,2,1,2,80,18,11,10,15,7,22,3,1,3,11,1
LeeLamb,316,51,16,29,3,9,12,0,1,2,1,10,5,2,7,11,0,1,2,6,34,5,1,21,0,3,2,69,13,2
MLPFan053,317,94,30,29,7,22,25,4,2,4,9,20,8,0,5,4,6,1,5,6,40,5,0,30,1,3,9,10,11,5
lvstrip,318,7,4,36,1,4,5,1,2,0,4,0,0,3,3,2,1,0,6,8,3,3,6,5,6,0,0,2,4,0
SrMrDoctorDoof,319,9,6,36,2,30,10,2,8,1,6,4,4,2,0,0,0,2,74,21,7,7,11,12,21,2,2,1,9,0
Ryuji_Tatsuya10,320,55,18,13,5,12,13,1,3,7,6,13,8,0,3,1,2,1,3,4,24,5,2,15,1,5,1,5,10,0
amandasparkles,321,15,14,85,1,12,10,0,3,2,5,4,2,2,3,9,1,0,15,17,9,6,5,18,20,0,9,1,10,0
Narwhalzipan,322,33,14,4,0,10,3,0,0,0,0,51,14,0,0,0,5,0,2,1,44,1,0,6,1,11,1,4,1,0
migopogi,323,6,0,12,0,11,0,0,0,0,0,0,1,0,0,0,0,0,2,10,1,1,2,16,4,0,35,1,0,0
killua93,324,11,1,53,0,16,3,3,0,3,3,1,5,9,1,2,0,2,22,92,7,9,11,20,35,0,12,4,5,0
Mabruu,325,41,13,7,0,12,4,0,0,0,1,59,14,2,2,0,5,2,3,2,50,2,0,12,0,11,1,4,2,0
Deleteme13,326,20,12,14,0,12,6,1,5,5,1,2,1,1,49,2,6,11,7,1,9,9,1,7,2,1,0,5,12,5
Inushinde,327,9,2,78,0,1,6,2,5,1,4,10,3,2,2,88,1,0,1,11,16,2,0,3,5,3,1,9,3,0
patchofpeas,328,31,27,24,3,100,18,0,25,1,8,12,10,4,6,1,1,9,23,10,22,9,10,13,14,6,4,2,12,2
josmaker2mk,329,13,11,60,2,4,11,2,2,1,5,2,0,1,1,10,1,0,6,10,7,5,2,14,9,2,4,5,7,0
Ryuzaki56,330,45,32,15,1,12,7,1,1,2,2,83,13,3,1,5,5,0,5,0,64,0,2,20,1,17,0,1,0,0
sakura-girl,331,4,3,20,1,8,2,0,0,0,3,1,0,4,1,2,0,0,13,35,5,3,6,5,8,0,7,2,5,0
TheXskull,332,22,13,18,2,13,7,0,2,6,2,0,3,0,52,0,8,6,5,5,8,7,4,12,3,1,0,7,20,5
PgP15,333,14,17,78,2,7,13,1,2,0,6,5,1,3,3,4,1,0,8,12,17,7,3,12,18,2,2,2,8,0
IWannaMuffin,334,20,18,13,0,11,7,3,0,0,0,14,8,4,1,0,3,2,4,3,40,1,2,8,2,7,0,3,3,0
GhostCell,335,45,40,40,5,21,20,7,2,1,7,7,4,0,8,3,7,1,7,13,21,0,0,93,3,2,21,7,8,0
Japashit-H,336,18,17,84,3,8,12,0,7,1,10,5,1,0,4,8,5,1,10,5,15,8,10,19,19,2,4,3,7,1
Mic-Rophone,337,24,23,24,12,28,20,0,98,0,8,1,10,4,2,5,0,0,16,1,6,6,9,8,5,0,0,1,20,0
Mashiro-Shiina-8,338,60,20,22,1,12,15,3,3,4,4,14,5,0,7,0,1,2,3,3,26,6,1,19,0,6,3,8,5,1
Seidai,339,84,30,19,6,21,25,0,4,2,9,26,13,2,7,1,1,0,8,2,34,6,0,20,1,14,4,7,14,1
Nanashi91,340,10,8,44,0,6,8,0,1,1,4,0,1,3,1,1,0,0,7,8,2,5,1,7,12,1,2,3,3,0
MikanCos,341,11,0,51,1,22,6,2,1,2,12,3,4,10,2,3,0,2,29,95,7,3,12,23,26,0,8,4,8,0
Nigil,342,12,10,76,0,8,12,1,2,1,1,1,0,3,4,7,0,3,6,12,7,9,4,11,19,0,6,3,4,0
Pupapupa,343,25,10,13,2,14,4,1,1,1,3,19,5,1,1,2,3,1,5,1,50,1,2,12,0,8,1,3,3,1
Renji-san,344,21,4,43,0,23,2,2,1,0,0,3,0,2,0,1,0,1,8,26,9,4,4,51,10,0,94,1,1,0
AnimeFanTalk,345,0,0,3,0,4,6,0,0,0,2,0,0,38,1,1,0,0,3,5,1,1,3,1,6,0,0,1,1,0
RevanSkywalker,346,35,35,37,9,13,92,3,7,2,21,4,4,4,1,3,0,2,11,0,17,2,10,16,9,0,0,5,10,0
kinjoleef,347,41,8,13,2,7,7,2,2,3,2,8,5,0,0,1,1,2,2,5,17,3,1,7,0,2,0,7,3,0
Gidget,348,6,0,2,0,5,3,0,0,0,3,2,0,69,1,2,0,0,4,0,3,0,3,1,3,2,1,0,0,0
suoyung,349,11,10,32,9,27,29,1,7,0,33,3,0,14,3,0,0,1,32,15,4,0,88,0,15,0,6,0,10,0
SpicyCheeto22,350,4,1,6,0,3,6,2,0,0,2,1,2,71,0,0,0,0,1,2,5,0,6,0,7,2,3,0,0,0
haneve11,351,40,12,18,5,11,13,0,1,3,4,7,5,1,5,7,0,0,2,5,17,4,0,18,0,1,0,49,7,2
monkmunk,352,5,1,7,0,10,4,3,2,0,3,2,1,95,1,1,0,1,6,8,6,0,5,1,12,1,1,0,2,0
xChanChan,353,24,50,21,2,8,22,0,6,1,7,7,1,0,4,0,2,0,3,0,16,2,1,12,2,6,1,4,2,0
ilio,354,17,8,25,0,9,1,2,1,1,0,4,1,1,10,3,2,5,1,12,6,45,0,0,10,1,4,2,5,1
Theaha0,355,13,19,63,2,4,9,2,5,0,5,1,1,0,2,1,1,0,8,5,10,1,4,12,14,2,6,3,7,0
BetaEx,356,10,10,6,1,52,8,1,7,0,2,3,4,2,2,0,0,2,9,14,12,2,4,11,10,3,7,2,3,1
ReaperO13,357,3,3,9,0,7,7,0,2,0,0,1,0,66,1,0,0,2,5,7,7,1,3,0,10,0,2,1,3,0
Golexi,358,37,8,3,1,19,7,1,4,1,1,27,49,1,1,0,1,0,5,2,31,4,1,3,2,9,0,3,3,1
Weebologist,359,19,13,24,1,15,9,1,2,16,2,0,1,0,64,1,7,13,3,5,6,9,2,14,2,0,3,7,20,5
ParthaSC,360,11,3,49,1,19,8,2,2,0,8,2,4,7,1,3,0,0,23,86,6,9,13,17,29,1,10,2,3,0
Koloshow,361,17,5,37,0,19,3,1,0,0,0,1,1,5,1,2,1,0,3,23,6,3,4,40,5,0,91,2,0,0
SupraBlatt,362,24,12,11,3,10,7,1,4,6,2,2,1,0,48,0,10,8,3,0,8,6,2,12,1,1,0,4,16,4
DDdd2222,363,37,89,32,2,13,36,4,6,1,8,11,5,0,4,2,2,1,6,2,33,5,3,27,1,4,1,4,8,0
orion256,364,18,13,14,2,5,42,3,2,0,13,1,3,1,1,2,0,1,4,3,4,2,3,8,6,0,0,3,12,0
LeoCancer,365,7,10,42,0,2,3,1,1,0,2,2,0,1,4,5,1,0,4,9,9,3,3,4,8,1,2,2,1,0
mpet212,366,10,4,27,1,8,6,0,0,2,2,2,3,2,1,4,0,0,11,46,7,4,6,10,14,1,4,1,5,0
Cern,367,10,3,6,8,2,2,0,5,39,0,1,0,2,9,2,3,8,0,2,7,4,1,4,0,3,0,0,23,2
Hound_of_Ulster,368,7,2,36,1,13,2,0,0,4,6,1,1,4,3,3,0,1,13,61,4,5,10,10,23,0,8,2,5,1
atek,369,17,35,16,1,4,9,1,1,0,3,1,0,1,4,0,2,0,4,1,10,2,2,13,0,4,1,1,2,0
GabbyLovesAnime,370,39,22,23,1,11,9,1,1,1,4,26,7,6,4,3,2,3,6,1,70,7,1,8,3,13,0,3,4,0
beezabubba,371,11,11,75,2,5,16,4,2,0,7,5,1,3,5,12,1,0,6,11,8,7,2,13,11,0,6,0,8,1
quincy1,372,56,15,22,2,6,13,2,1,1,7,18,8,1,4,3,2,0,7,2,24,4,3,13,1,4,2,7,8,1
ShuuTsukTrash,373,28,17,7,0,10,6,2,1,0,2,22,5,2,0,1,2,0,5,0,43,4,0,7,1,16,1,4,0,0
Shpjokk,374,9,2,18,1,10,0,0,0,0,0,0,0,1,1,1,1,1,2,4,0,4,1,18,2,0,35,1,1,0
Danishkabby,375,18,17,87,2,12,13,1,3,1,6,4,3,2,4,13,1,0,18,13,15,7,4,17,13,3,4,6,6,0
End_of_Era,376,18,8,19,10,7,15,0,10,10,2,1,2,3,9,1,1,4,5,4,2,5,3,9,5,0,0,3,50,2
KeepTheFeather,377,0,1,24,0,12,2,0,2,0,4,0,0,4,1,1,0,0,6,9,1,5,1,4,40,0,0,0,2,0
RVX17,378,35,70,23,2,11,25,2,5,3,8,13,2,0,6,0,1,1,9,1,24,3,3,16,0,9,1,4,7,0
ss4gojetanks,379,6,6,51,0,4,9,2,1,1,6,1,0,4,1,8,0,0,6,11,4,2,5,7,7,1,2,2,1,0
Izuka-kun,380,30,14,6,0,7,2,1,0,0,0,41,8,3,3,2,1,0,5,2,32,0,0,8,1,7,0,0,2,0
lootin,381,12,10,17,5,4,9,0,3,5,7,0,0,1,7,1,0,5,6,4,3,4,0,7,2,0,0,4,38,2
vcyo25,382,34,84,29,4,16,24,3,7,2,7,9,4,0,8,0,4,0,5,2,27,7,3,27,4,8,1,5,8,0
Geomora,383,11,5,65,0,0,6,6,3,0,3,8,1,3,2,81,0,0,2,9,12,4,0,6,6,2,2,5,2,0
park_,384,22,24,20,7,29,13,0,77,0,5,3,3,2,4,2,0,0,13,1,4,6,3,8,9,0,2,1,15,1
NotARandomName,385,10,5,31,4,23,8,0,4,1,5,3,3,4,4,0,0,2,62,20,8,3,14,9,13,2,2,2,12,2
hertzornothertz,386,7,9,58,1,8,10,1,1,1,3,3,1,1,5,8,2,2,9,7,5,5,4,10,6,1,4,1,8,1
Dimmor,387,8,2,32,1,10,3,2,0,2,3,2,1,8,1,1,0,0,15,53,4,5,4,11,20,0,4,2,6,0
exoanon,388,6,11,8,3,21,8,0,48,0,0,0,5,3,4,2,0,2,4,0,2,7,2,4,8,0,0,0,6,1
materics,389,22,13,23,3,87,10,1,9,3,8,11,10,7,4,0,0,7,25,7,20,5,11,13,15,5,9,2,11,1
snakepit,390,47,15,17,6,7,17,1,3,2,7,10,5,1,5,1,1,0,5,2,16,4,2,13,0,5,3,6,9,1
ssjay,391,12,2,33,3,10,8,3,0,4,9,1,3,4,0,4,0,0,14,60,3,4,7,13,23,0,6,3,6,0
BosseBL,392,38,71,15,4,13,32,2,6,1,10,7,3,0,4,0,2,0,5,1,20,2,1,15,0,3,1,6,3,0
Whykey,393,6,2,6,0,5,6,3,1,0,0,1,2,60,0,3,0,0,3,9,6,0,4,0,10,2,0,0,2,0
darkfishman27,394,13,8,10,1,47,9,0,6,2,4,5,6,1,2,0,0,1,16,2,12,5,6,9,11,3,4,1,6,1
jivanicus,395,11,17,11,5,6,42,0,5,0,8,2,1,5,2,0,0,1,2,3,2,3,5,6,4,0,0,1,10,0
DigiTheMelon,396,42,32,43,3,12,19,6,2,2,5,10,3,1,12,2,7,3,13,11,26,0,0,86,2,2,14,6,9,2
AdoraKeys,397,24,21,22,3,6,13,2,2,0,3,2,3,1,8,1,4,1,1,9,6,0,0,52,4,2,10,4,5,0
kaz_77,398,16,18,86,3,7,21,3,3,1,5,3,0,1,4,12,2,0,14,12,7,5,9,16,10,1,5,6,7,0
picoisbestg-,399,53,18,12,2,33,9,1,5,2,3,23,80,1,2,1,1,5,14,7,43,3,0,13,3,21,1,4,5,0
ChaoticOblivion,400,25,10,27,16,13,18,0,7,8,10,0,0,0,11,0,3,8,5,9,1,7,2,19,9,1,1,7,71,4
lundra,401,12,11,28,2,22,11,2,5,2,7,6,2,4,2,1,1,1,59,14,16,3,10,10,10,3,2,1,9,0
EarlyEJ,402,43,28,29,98,12,38,5,16,14,14,0,3,3,8,1,0,4,11,7,6,7,11,26,5,0,1,7,57,1
pichu500,403,16,10,65,0,9,9,2,2,0,4,4,0,2,0,7,0,0,5,11,12,6,2,17,10,1,5,2,7,0
Kata_Rina,404,46,23,16,1,16,5,0,1,0,1,35,12,3,5,2,5,6,8,3,89,6,1,21,4,18,2,7,1,0
JPKalauer,405,28,21,22,1,88,12,0,10,1,5,16,13,6,2,1,2,2,20,11,28,8,6,16,5,9,2,3,3,2
g-man01,406,38,28,25,4,14,79,4,5,1,21,0,2,3,0,0,0,1,5,1,9,3,4,21,6,0,0,5,11,0
Ocarina_,407,4,1,2,0,2,2,0,3,0,2,1,0,45,0,0,1,0,2,2,3,0,8,0,5,0,3,0,1,0
Tien,408,36,34,30,10,10,91,6,8,5,23,3,1,3,4,1,0,1,11,7,5,0,11,17,2,0,1,4,14,0
andrewstencel,409,23,13,40,19,15,21,1,7,12,15,3,1,1,12,0,0,5,18,17,12,9,6,23,7,0,0,8,90,1
Nyard,410,32,36,24,4,13,82,2,5,3,19,2,4,7,4,1,0,0,9,2,10,4,4,16,5,2,0,2,12,0
geno93n0,411,2,1,4,1,2,3,0,2,0,1,0,1,44,0,1,0,2,1,3,5,0,4,0,5,0,1,1,0,0
